[(266844, 239764), (267095, 239764), (266835, 239909), (267114, 239906), (266861, 239832), (267081, 239832), (266971, 239831)]
[(267175, 240055), (267426, 240055), (267166, 240200), (267445, 240197), (267192, 240123), (267412, 240123), (267302, 240122)]
[(267506, 240346), (267757, 240346), (267497, 240491), (267776, 240488), (267523, 240414), (267743, 240414), (267633, 240413)]
[(267837, 240637), (268088, 240637), (267828, 240782), (268107, 240779), (267854, 240705), (268074, 240705), (267964, 240704)]
[(268168, 240928), (268419, 240928), (268159, 241073), (268438, 241070), (268185, 240996), (268405, 240996), (268295, 240995)]
[(268499, 241219), (268750, 241219), (268490, 241364), (268769, 241361), (268516, 241287), (268736, 241287), (268626, 241286)]
[(268830, 241510), (269081, 241510), (268821, 241655), (269100, 241652), (268847, 241578), (269067, 241578), (268957, 241577)]
[(269160, 241800), (269411, 241800), (269151, 241945), (269430, 241942), (269177, 241868), (269397, 241868), (269287, 241867)]
[(269490, 242090), (269741, 242090), (269481, 242235), (269760, 242232), (269507, 242158), (269727, 242158), (269617, 242157)]
[(269820, 242380), (270071, 242380), (269811, 242525), (270090, 242522), (269837, 242448), (270057, 242448), (269947, 242447)]
[(270150, 242670), (270401, 242670), (270141, 242815), (270420, 242812), (270167, 242738), (270387, 242738), (270277, 242737)]
[(270480, 242960), (270731, 242960), (270471, 243105), (270750, 243102), (270497, 243028), (270717, 243028), (270607, 243027)]
[(270810, 243250), (271061, 243250), (270801, 243395), (271080, 243392), (270827, 243318), (271047, 243318), (270937, 243317)]
[(271140, 243540), (271391, 243540), (271131, 243685), (271410, 243682), (271157, 243608), (271377, 243608), (271267, 243607)]
[(271470, 243830), (271721, 243830), (271461, 243975), (271740, 243972), (271487, 243898), (271707, 243898), (271597, 243897)]
[(271800, 244120), (272051, 244120), (271791, 244265), (272070, 244262), (271817, 244188), (272037, 244188), (271927, 244187)]
[(272132, 244412), (272383, 244412), (272123, 244557), (272402, 244554), (272149, 244480), (272369, 244480), (272259, 244479)]
[(272464, 244704), (272715, 244704), (272455, 244849), (272734, 244846), (272481, 244772), (272701, 244772), (272591, 244771)]
[(272796, 244996), (273047, 244996), (272787, 245141), (273066, 245138), (272813, 245064), (273033, 245064), (272923, 245063)]
[(273128, 245288), (273379, 245288), (273119, 245433), (273398, 245430), (273145, 245356), (273365, 245356), (273255, 245355)]
[(273460, 245580), (273711, 245580), (273451, 245725), (273730, 245722), (273477, 245648), (273697, 245648), (273587, 245647)]
[(273792, 245872), (274043, 245872), (273783, 246017), (274062, 246014), (273809, 245940), (274029, 245940), (273919, 245939)]
[(274124, 246164), (274375, 246164), (274115, 246309), (274394, 246306), (274141, 246232), (274361, 246232), (274251, 246231)]
[(274456, 246456), (274707, 246456), (274447, 246601), (274726, 246598), (274473, 246524), (274693, 246524), (274583, 246523)]
[(274788, 246748), (275039, 246748), (274779, 246893), (275058, 246890), (274805, 246816), (275025, 246816), (274915, 246815)]
[(275120, 247040), (275371, 247040), (275111, 247185), (275390, 247182), (275137, 247108), (275357, 247108), (275247, 247107)]
[(275452, 247332), (275703, 247332), (275443, 247477), (275722, 247474), (275469, 247400), (275689, 247400), (275579, 247399)]
[(275784, 247624), (276035, 247624), (275775, 247769), (276054, 247766), (275801, 247692), (276021, 247692), (275911, 247691)]
[(276116, 247916), (276367, 247916), (276107, 248061), (276386, 248058), (276133, 247984), (276353, 247984), (276243, 247983)]
[(276448, 248208), (276699, 248208), (276439, 248353), (276718, 248350), (276465, 248276), (276685, 248276), (276575, 248275)]
[(276780, 248500), (277031, 248500), (276771, 248645), (277050, 248642), (276797, 248568), (277017, 248568), (276907, 248567)]
[(277112, 248792), (277363, 248792), (277103, 248937), (277382, 248934), (277129, 248860), (277349, 248860), (277239, 248859)]
[(277444, 249084), (277695, 249084), (277435, 249229), (277714, 249226), (277461, 249152), (277681, 249152), (277571, 249151)]
[(277776, 249376), (278027, 249376), (277767, 249521), (278046, 249518), (277793, 249444), (278013, 249444), (277903, 249443)]
[(278108, 249668), (278359, 249668), (278099, 249813), (278378, 249810), (278125, 249736), (278345, 249736), (278235, 249735)]
[(278440, 249960), (278691, 249960), (278431, 250105), (278710, 250102), (278457, 250028), (278677, 250028), (278567, 250027)]
[(278772, 250252), (279023, 250252), (278763, 250397), (279042, 250394), (278789, 250320), (279009, 250320), (278899, 250319)]
[(279104, 250544), (279355, 250544), (279095, 250689), (279374, 250686), (279121, 250612), (279341, 250612), (279231, 250611)]
[(279436, 250836), (279687, 250836), (279427, 250981), (279706, 250978), (279453, 250904), (279673, 250904), (279563, 250903)]
[(279768, 251128), (280019, 251128), (279759, 251273), (280038, 251270), (279785, 251196), (280005, 251196), (279895, 251195)]
[(280100, 251420), (280351, 251420), (280091, 251565), (280370, 251562), (280117, 251488), (280337, 251488), (280227, 251487)]
[(280432, 251712), (280683, 251712), (280423, 251857), (280702, 251854), (280449, 251780), (280669, 251780), (280559, 251779)]
[(280764, 252004), (281015, 252004), (280755, 252149), (281034, 252146), (280781, 252072), (281001, 252072), (280891, 252071)]
[(281099, 252299), (281350, 252299), (281090, 252444), (281369, 252441), (281116, 252367), (281336, 252367), (281226, 252366)]
[(281434, 252594), (281685, 252594), (281425, 252739), (281704, 252736), (281451, 252662), (281671, 252662), (281561, 252661)]
[(281769, 252889), (282020, 252889), (281760, 253034), (282039, 253031), (281786, 252957), (282006, 252957), (281896, 252956)]
[(282104, 253184), (282355, 253184), (282095, 253329), (282374, 253326), (282121, 253252), (282341, 253252), (282231, 253251)]
[(282439, 253479), (282690, 253479), (282430, 253624), (282709, 253621), (282456, 253547), (282676, 253547), (282566, 253546)]
[(282774, 253774), (283025, 253774), (282765, 253919), (283044, 253916), (282791, 253842), (283011, 253842), (282901, 253841)]
[(283109, 254069), (283360, 254069), (283100, 254214), (283379, 254211), (283126, 254137), (283346, 254137), (283236, 254136)]
[(283444, 254364), (283695, 254364), (283435, 254509), (283714, 254506), (283461, 254432), (283681, 254432), (283571, 254431)]
[(283779, 254659), (284030, 254659), (283770, 254804), (284049, 254801), (283796, 254727), (284016, 254727), (283906, 254726)]
[(284110, 254950), (284361, 254950), (284101, 255095), (284380, 255092), (284127, 255018), (284347, 255018), (284237, 255017)]
[(284441, 255241), (284692, 255241), (284432, 255386), (284711, 255383), (284458, 255309), (284678, 255309), (284568, 255308)]
[(284772, 255532), (285023, 255532), (284763, 255677), (285042, 255674), (284789, 255600), (285009, 255600), (284899, 255599)]
[(285103, 255823), (285354, 255823), (285094, 255968), (285373, 255965), (285120, 255891), (285340, 255891), (285230, 255890)]
[(285434, 256114), (285685, 256114), (285425, 256259), (285704, 256256), (285451, 256182), (285671, 256182), (285561, 256181)]
[(285765, 256405), (286016, 256405), (285756, 256550), (286035, 256547), (285782, 256473), (286002, 256473), (285892, 256472)]
[(286096, 256696), (286347, 256696), (286087, 256841), (286366, 256838), (286113, 256764), (286333, 256764), (286223, 256763)]
[(286427, 256987), (286678, 256987), (286418, 257132), (286697, 257129), (286444, 257055), (286664, 257055), (286554, 257054)]
[(286758, 257278), (287009, 257278), (286749, 257423), (287028, 257420), (286775, 257346), (286995, 257346), (286885, 257345)]
[(287087, 257567), (287338, 257567), (287078, 257712), (287357, 257709), (287104, 257635), (287324, 257635), (287214, 257634)]
[(287416, 257856), (287667, 257856), (287407, 258001), (287686, 257998), (287433, 257924), (287653, 257924), (287543, 257923)]
[(287745, 258145), (287996, 258145), (287736, 258290), (288015, 258287), (287762, 258213), (287982, 258213), (287872, 258212)]
[(288074, 258434), (288325, 258434), (288065, 258579), (288344, 258576), (288091, 258502), (288311, 258502), (288201, 258501)]
[(288403, 258723), (288654, 258723), (288394, 258868), (288673, 258865), (288420, 258791), (288640, 258791), (288530, 258790)]
[(288732, 259012), (288983, 259012), (288723, 259157), (289002, 259154), (288749, 259080), (288969, 259080), (288859, 259079)]
[(289061, 259301), (289312, 259301), (289052, 259446), (289331, 259443), (289078, 259369), (289298, 259369), (289188, 259368)]
[(289390, 259590), (289641, 259590), (289381, 259735), (289660, 259732), (289407, 259658), (289627, 259658), (289517, 259657)]
[(289719, 259879), (289970, 259879), (289710, 260024), (289989, 260021), (289736, 259947), (289956, 259947), (289846, 259946)]
[(290056, 260176), (290307, 260176), (290047, 260321), (290326, 260318), (290073, 260244), (290293, 260244), (290183, 260243)]
[(290393, 260473), (290644, 260473), (290384, 260618), (290663, 260615), (290410, 260541), (290630, 260541), (290520, 260540)]
[(290730, 260770), (290981, 260770), (290721, 260915), (291000, 260912), (290747, 260838), (290967, 260838), (290857, 260837)]
[(291067, 261067), (291318, 261067), (291058, 261212), (291337, 261209), (291084, 261135), (291304, 261135), (291194, 261134)]
[(291404, 261364), (291655, 261364), (291395, 261509), (291674, 261506), (291421, 261432), (291641, 261432), (291531, 261431)]
[(291741, 261661), (291992, 261661), (291732, 261806), (292011, 261803), (291758, 261729), (291978, 261729), (291868, 261728)]
[(292078, 261958), (292329, 261958), (292069, 262103), (292348, 262100), (292095, 262026), (292315, 262026), (292205, 262025)]
[(292415, 262255), (292666, 262255), (292406, 262400), (292685, 262397), (292432, 262323), (292652, 262323), (292542, 262322)]
[(292752, 262552), (293003, 262552), (292743, 262697), (293022, 262694), (292769, 262620), (292989, 262620), (292879, 262619)]
[(293084, 262844), (293335, 262844), (293075, 262989), (293354, 262986), (293101, 262912), (293321, 262912), (293211, 262911)]
[(293416, 263136), (293667, 263136), (293407, 263281), (293686, 263278), (293433, 263204), (293653, 263204), (293543, 263203)]
[(293748, 263428), (293999, 263428), (293739, 263573), (294018, 263570), (293765, 263496), (293985, 263496), (293875, 263495)]
[(294080, 263720), (294331, 263720), (294071, 263865), (294350, 263862), (294097, 263788), (294317, 263788), (294207, 263787)]
[(294412, 264012), (294663, 264012), (294403, 264157), (294682, 264154), (294429, 264080), (294649, 264080), (294539, 264079)]
[(294744, 264304), (294995, 264304), (294735, 264449), (295014, 264446), (294761, 264372), (294981, 264372), (294871, 264371)]
[(295076, 264596), (295327, 264596), (295067, 264741), (295346, 264738), (295093, 264664), (295313, 264664), (295203, 264663)]
[(295408, 264888), (295659, 264888), (295399, 265033), (295678, 265030), (295425, 264956), (295645, 264956), (295535, 264955)]
[(295740, 265180), (295991, 265180), (295731, 265325), (296010, 265322), (295757, 265248), (295977, 265248), (295867, 265247)]
[(296068, 265468), (296319, 265468), (296059, 265613), (296338, 265610), (296085, 265536), (296305, 265536), (296195, 265535)]
[(296396, 265756), (296647, 265756), (296387, 265901), (296666, 265898), (296413, 265824), (296633, 265824), (296523, 265823)]
[(296724, 266044), (296975, 266044), (296715, 266189), (296994, 266186), (296741, 266112), (296961, 266112), (296851, 266111)]
[(297052, 266332), (297303, 266332), (297043, 266477), (297322, 266474), (297069, 266400), (297289, 266400), (297179, 266399)]
[(297380, 266620), (297631, 266620), (297371, 266765), (297650, 266762), (297397, 266688), (297617, 266688), (297507, 266687)]
[(297708, 266908), (297959, 266908), (297699, 267053), (297978, 267050), (297725, 266976), (297945, 266976), (297835, 266975)]
[(298036, 267196), (298287, 267196), (298027, 267341), (298306, 267338), (298053, 267264), (298273, 267264), (298163, 267263)]
[(298364, 267484), (298615, 267484), (298355, 267629), (298634, 267626), (298381, 267552), (298601, 267552), (298491, 267551)]
[(298692, 267772), (298943, 267772), (298683, 267917), (298962, 267914), (298709, 267840), (298929, 267840), (298819, 267839)]
[(299021, 268061), (299272, 268061), (299012, 268206), (299291, 268203), (299038, 268129), (299258, 268129), (299148, 268128)]
[(299350, 268350), (299601, 268350), (299341, 268495), (299620, 268492), (299367, 268418), (299587, 268418), (299477, 268417)]
[(299679, 268639), (299930, 268639), (299670, 268784), (299949, 268781), (299696, 268707), (299916, 268707), (299806, 268706)]
[(300008, 268928), (300259, 268928), (299999, 269073), (300278, 269070), (300025, 268996), (300245, 268996), (300135, 268995)]
[(300337, 269217), (300588, 269217), (300328, 269362), (300607, 269359), (300354, 269285), (300574, 269285), (300464, 269284)]
[(300666, 269506), (300917, 269506), (300657, 269651), (300936, 269648), (300683, 269574), (300903, 269574), (300793, 269573)]
[(300995, 269795), (301246, 269795), (300986, 269940), (301265, 269937), (301012, 269863), (301232, 269863), (301122, 269862)]
[(301324, 270084), (301575, 270084), (301315, 270229), (301594, 270226), (301341, 270152), (301561, 270152), (301451, 270151)]
[(301653, 270373), (301904, 270373), (301644, 270518), (301923, 270515), (301670, 270441), (301890, 270441), (301780, 270440)]
[(301984, 270664), (302235, 270664), (301975, 270809), (302254, 270806), (302001, 270732), (302221, 270732), (302111, 270731)]
[(302315, 270955), (302566, 270955), (302306, 271100), (302585, 271097), (302332, 271023), (302552, 271023), (302442, 271022)]
[(302646, 271246), (302897, 271246), (302637, 271391), (302916, 271388), (302663, 271314), (302883, 271314), (302773, 271313)]
[(302977, 271537), (303228, 271537), (302968, 271682), (303247, 271679), (302994, 271605), (303214, 271605), (303104, 271604)]
[(303308, 271828), (303559, 271828), (303299, 271973), (303578, 271970), (303325, 271896), (303545, 271896), (303435, 271895)]
[(303639, 272119), (303890, 272119), (303630, 272264), (303909, 272261), (303656, 272187), (303876, 272187), (303766, 272186)]
[(303970, 272410), (304221, 272410), (303961, 272555), (304240, 272552), (303987, 272478), (304207, 272478), (304097, 272477)]
[(304301, 272701), (304552, 272701), (304292, 272846), (304571, 272843), (304318, 272769), (304538, 272769), (304428, 272768)]
[(304632, 272992), (304883, 272992), (304623, 273137), (304902, 273134), (304649, 273060), (304869, 273060), (304759, 273059)]
[(304960, 273280), (305211, 273280), (304951, 273425), (305230, 273422), (304977, 273348), (305197, 273348), (305087, 273347)]
[(305287, 273568), (305538, 273568), (305278, 273713), (305557, 273710), (305304, 273636), (305524, 273636), (305414, 273635)]
[(305614, 273856), (305865, 273856), (305605, 274001), (305884, 273998), (305631, 273924), (305851, 273924), (305741, 273923)]
[(305942, 274143), (306193, 274143), (305933, 274288), (306212, 274285), (305959, 274211), (306179, 274211), (306069, 274210)]
[(306269, 274430), (306520, 274430), (306260, 274575), (306539, 274572), (306286, 274498), (306506, 274498), (306396, 274497)]
[(306596, 274717), (306847, 274717), (306587, 274862), (306866, 274859), (306613, 274785), (306833, 274785), (306723, 274784)]
[(306924, 275004), (307175, 275004), (306915, 275149), (307194, 275146), (306941, 275072), (307161, 275072), (307051, 275071)]
[(307251, 275291), (307502, 275291), (307242, 275436), (307521, 275433), (307268, 275359), (307488, 275359), (307378, 275358)]
[(307578, 275578), (307829, 275578), (307569, 275723), (307848, 275720), (307595, 275646), (307815, 275646), (307705, 275645)]
[(307909, 275869), (308160, 275869), (307900, 276014), (308179, 276011), (307926, 275937), (308146, 275937), (308036, 275936)]
[(308240, 276160), (308491, 276160), (308231, 276305), (308510, 276302), (308257, 276228), (308477, 276228), (308367, 276227)]
[(308571, 276451), (308822, 276451), (308562, 276596), (308841, 276593), (308588, 276519), (308808, 276519), (308698, 276518)]
[(308902, 276742), (309153, 276742), (308893, 276887), (309172, 276884), (308919, 276810), (309139, 276810), (309029, 276809)]
[(309233, 277033), (309484, 277033), (309224, 277178), (309503, 277175), (309250, 277101), (309470, 277101), (309360, 277100)]
[(309564, 277324), (309815, 277324), (309555, 277469), (309834, 277466), (309581, 277392), (309801, 277392), (309691, 277391)]
[(309895, 277615), (310146, 277615), (309886, 277760), (310165, 277757), (309912, 277683), (310132, 277683), (310022, 277682)]
[(310226, 277906), (310477, 277906), (310217, 278051), (310496, 278048), (310243, 277974), (310463, 277974), (310353, 277973)]
[(310557, 278197), (310808, 278197), (310548, 278342), (310827, 278339), (310574, 278265), (310794, 278265), (310684, 278264)]
[(310886, 278486), (311137, 278486), (310877, 278631), (311156, 278628), (310903, 278554), (311123, 278554), (311013, 278553)]
[(311215, 278775), (311466, 278775), (311206, 278920), (311485, 278917), (311232, 278843), (311452, 278843), (311342, 278842)]
[(311544, 279064), (311795, 279064), (311535, 279209), (311814, 279206), (311561, 279132), (311781, 279132), (311671, 279131)]
[(311873, 279353), (312124, 279353), (311864, 279498), (312143, 279495), (311890, 279421), (312110, 279421), (312000, 279420)]
[(312202, 279642), (312453, 279642), (312193, 279787), (312472, 279784), (312219, 279710), (312439, 279710), (312329, 279709)]
[(312531, 279931), (312782, 279931), (312522, 280076), (312801, 280073), (312548, 279999), (312768, 279999), (312658, 279998)]
[(312860, 280220), (313111, 280220), (312851, 280365), (313130, 280362), (312877, 280288), (313097, 280288), (312987, 280287)]
[(313189, 280509), (313440, 280509), (313180, 280654), (313459, 280651), (313206, 280577), (313426, 280577), (313316, 280576)]
[(313518, 280798), (313769, 280798), (313509, 280943), (313788, 280940), (313535, 280866), (313755, 280866), (313645, 280865)]
[(313856, 281096), (314107, 281096), (313847, 281241), (314126, 281238), (313873, 281164), (314093, 281164), (313983, 281163)]
[(314194, 281394), (314445, 281394), (314185, 281539), (314464, 281536), (314211, 281462), (314431, 281462), (314321, 281461)]
[(314531, 281692), (314782, 281692), (314522, 281837), (314801, 281834), (314548, 281760), (314768, 281760), (314658, 281759)]
[(314869, 281990), (315120, 281990), (314860, 282135), (315139, 282132), (314886, 282058), (315106, 282058), (314996, 282057)]
[(315207, 282288), (315458, 282288), (315198, 282433), (315477, 282430), (315224, 282356), (315444, 282356), (315334, 282355)]
[(315544, 282586), (315795, 282586), (315535, 282731), (315814, 282728), (315561, 282654), (315781, 282654), (315671, 282653)]
[(315882, 282883), (316133, 282883), (315873, 283028), (316152, 283025), (315899, 282951), (316119, 282951), (316009, 282950)]
[(316220, 283180), (316471, 283180), (316211, 283325), (316490, 283322), (316237, 283248), (316457, 283248), (316347, 283247)]
[(316557, 283477), (316808, 283477), (316548, 283622), (316827, 283619), (316574, 283545), (316794, 283545), (316684, 283544)]
[(316886, 283766), (317137, 283766), (316877, 283911), (317156, 283908), (316903, 283834), (317123, 283834), (317013, 283833)]
[(317215, 284055), (317466, 284055), (317206, 284200), (317485, 284197), (317232, 284123), (317452, 284123), (317342, 284122)]
[(317544, 284344), (317795, 284344), (317535, 284489), (317814, 284486), (317561, 284412), (317781, 284412), (317671, 284411)]
[(317873, 284633), (318124, 284633), (317864, 284778), (318143, 284775), (317890, 284701), (318110, 284701), (318000, 284700)]
[(318202, 284922), (318453, 284922), (318193, 285067), (318472, 285064), (318219, 284990), (318439, 284990), (318329, 284989)]
[(318531, 285211), (318782, 285211), (318522, 285356), (318801, 285353), (318548, 285279), (318768, 285279), (318658, 285278)]
[(318860, 285500), (319111, 285500), (318851, 285645), (319130, 285642), (318877, 285568), (319097, 285568), (318987, 285567)]
[(319189, 285789), (319440, 285789), (319180, 285934), (319459, 285931), (319206, 285857), (319426, 285857), (319316, 285856)]
[(319518, 286078), (319769, 286078), (319509, 286223), (319788, 286220), (319535, 286146), (319755, 286146), (319645, 286145)]
[(319850, 286370), (320101, 286370), (319841, 286515), (320120, 286512), (319867, 286438), (320087, 286438), (319977, 286437)]
[(320182, 286662), (320433, 286662), (320173, 286807), (320452, 286804), (320199, 286730), (320419, 286730), (320309, 286729)]
[(320514, 286954), (320765, 286954), (320505, 287099), (320784, 287096), (320531, 287022), (320751, 287022), (320641, 287021)]
[(320846, 287246), (321097, 287246), (320837, 287391), (321116, 287388), (320863, 287314), (321083, 287314), (320973, 287313)]
[(321178, 287538), (321429, 287538), (321169, 287683), (321448, 287680), (321195, 287606), (321415, 287606), (321305, 287605)]
[(321510, 287830), (321761, 287830), (321501, 287975), (321780, 287972), (321527, 287898), (321747, 287898), (321637, 287897)]
[(321842, 288122), (322093, 288122), (321833, 288267), (322112, 288264), (321859, 288190), (322079, 288190), (321969, 288189)]
[(322174, 288414), (322425, 288414), (322165, 288559), (322444, 288556), (322191, 288482), (322411, 288482), (322301, 288481)]
[(322506, 288706), (322757, 288706), (322497, 288851), (322776, 288848), (322523, 288774), (322743, 288774), (322633, 288773)]
[(322838, 288998), (323089, 288998), (322829, 289143), (323108, 289140), (322855, 289066), (323075, 289066), (322965, 289065)]
[(323170, 289290), (323421, 289290), (323161, 289435), (323440, 289432), (323187, 289358), (323407, 289358), (323297, 289357)]
[(323502, 289582), (323753, 289582), (323493, 289727), (323772, 289724), (323519, 289650), (323739, 289650), (323629, 289649)]
[(323834, 289874), (324085, 289874), (323825, 290019), (324104, 290016), (323851, 289942), (324071, 289942), (323961, 289941)]
[(324166, 290166), (324417, 290166), (324157, 290311), (324436, 290308), (324183, 290234), (324403, 290234), (324293, 290233)]
[(324498, 290458), (324749, 290458), (324489, 290603), (324768, 290600), (324515, 290526), (324735, 290526), (324625, 290525)]
[(324830, 290750), (325081, 290750), (324821, 290895), (325100, 290892), (324847, 290818), (325067, 290818), (324957, 290817)]
[(325162, 291042), (325413, 291042), (325153, 291187), (325432, 291184), (325179, 291110), (325399, 291110), (325289, 291109)]
[(325494, 291334), (325745, 291334), (325485, 291479), (325764, 291476), (325511, 291402), (325731, 291402), (325621, 291401)]
[(325823, 291623), (326074, 291623), (325814, 291768), (326093, 291765), (325840, 291691), (326060, 291691), (325950, 291690)]
[(326152, 291912), (326403, 291912), (326143, 292057), (326422, 292054), (326169, 291980), (326389, 291980), (326279, 291979)]
[(326481, 292201), (326732, 292201), (326472, 292346), (326751, 292343), (326498, 292269), (326718, 292269), (326608, 292268)]
[(326810, 292490), (327061, 292490), (326801, 292635), (327080, 292632), (326827, 292558), (327047, 292558), (326937, 292557)]
[(327139, 292779), (327390, 292779), (327130, 292924), (327409, 292921), (327156, 292847), (327376, 292847), (327266, 292846)]
[(327468, 293068), (327719, 293068), (327459, 293213), (327738, 293210), (327485, 293136), (327705, 293136), (327595, 293135)]
[(327797, 293357), (328048, 293357), (327788, 293502), (328067, 293499), (327814, 293425), (328034, 293425), (327924, 293424)]
[(328126, 293646), (328377, 293646), (328117, 293791), (328396, 293788), (328143, 293714), (328363, 293714), (328253, 293713)]
[(328455, 293935), (328706, 293935), (328446, 294080), (328725, 294077), (328472, 294003), (328692, 294003), (328582, 294002)]
[(328784, 294224), (329035, 294224), (328775, 294369), (329054, 294366), (328801, 294292), (329021, 294292), (328911, 294291)]
[(329113, 294513), (329364, 294513), (329104, 294658), (329383, 294655), (329130, 294581), (329350, 294581), (329240, 294580)]
[(329442, 294802), (329693, 294802), (329433, 294947), (329712, 294944), (329459, 294870), (329679, 294870), (329569, 294869)]
[(329771, 295091), (330022, 295091), (329762, 295236), (330041, 295233), (329788, 295159), (330008, 295159), (329898, 295158)]
[(330100, 295380), (330351, 295380), (330091, 295525), (330370, 295522), (330117, 295448), (330337, 295448), (330227, 295447)]
[(330429, 295669), (330680, 295669), (330420, 295814), (330699, 295811), (330446, 295737), (330666, 295737), (330556, 295736)]
[(330758, 295958), (331009, 295958), (330749, 296103), (331028, 296100), (330775, 296026), (330995, 296026), (330885, 296025)]
[(331087, 296247), (331338, 296247), (331078, 296392), (331357, 296389), (331104, 296315), (331324, 296315), (331214, 296314)]
[(331416, 296536), (331667, 296536), (331407, 296681), (331686, 296678), (331433, 296604), (331653, 296604), (331543, 296603)]
[(331744, 296824), (331995, 296824), (331735, 296969), (332014, 296966), (331761, 296892), (331981, 296892), (331871, 296891)]
[(332071, 297112), (332322, 297112), (332062, 297257), (332341, 297254), (332088, 297180), (332308, 297180), (332198, 297179)]
[(332398, 297400), (332649, 297400), (332389, 297545), (332668, 297542), (332415, 297468), (332635, 297468), (332525, 297467)]
[(332726, 297687), (332977, 297687), (332717, 297832), (332996, 297829), (332743, 297755), (332963, 297755), (332853, 297754)]
[(333053, 297974), (333304, 297974), (333044, 298119), (333323, 298116), (333070, 298042), (333290, 298042), (333180, 298041)]
[(333380, 298261), (333631, 298261), (333371, 298406), (333650, 298403), (333397, 298329), (333617, 298329), (333507, 298328)]
[(333708, 298548), (333959, 298548), (333699, 298693), (333978, 298690), (333725, 298616), (333945, 298616), (333835, 298615)]
[(334035, 298835), (334286, 298835), (334026, 298980), (334305, 298977), (334052, 298903), (334272, 298903), (334162, 298902)]
[(334362, 299122), (334613, 299122), (334353, 299267), (334632, 299264), (334379, 299190), (334599, 299190), (334489, 299189)]
[(334690, 299410), (334941, 299410), (334681, 299555), (334960, 299552), (334707, 299478), (334927, 299478), (334817, 299477)]
[(335017, 299698), (335268, 299698), (335008, 299843), (335287, 299840), (335034, 299766), (335254, 299766), (335144, 299765)]
[(335344, 299986), (335595, 299986), (335335, 300131), (335614, 300128), (335361, 300054), (335581, 300054), (335471, 300053)]
[(335672, 300273), (335923, 300273), (335663, 300418), (335942, 300415), (335689, 300341), (335909, 300341), (335799, 300340)]
[(335999, 300560), (336250, 300560), (335990, 300705), (336269, 300702), (336016, 300628), (336236, 300628), (336126, 300627)]
[(336326, 300847), (336577, 300847), (336317, 300992), (336596, 300989), (336343, 300915), (336563, 300915), (336453, 300914)]
[(336654, 301134), (336905, 301134), (336645, 301279), (336924, 301276), (336671, 301202), (336891, 301202), (336781, 301201)]
[(336981, 301421), (337232, 301421), (336972, 301566), (337251, 301563), (336998, 301489), (337218, 301489), (337108, 301488)]
[(337308, 301708), (337559, 301708), (337299, 301853), (337578, 301850), (337325, 301776), (337545, 301776), (337435, 301775)]
[(337639, 301999), (337890, 301999), (337630, 302144), (337909, 302141), (337656, 302067), (337876, 302067), (337766, 302066)]
[(337970, 302290), (338221, 302290), (337961, 302435), (338240, 302432), (337987, 302358), (338207, 302358), (338097, 302357)]
[(338301, 302581), (338552, 302581), (338292, 302726), (338571, 302723), (338318, 302649), (338538, 302649), (338428, 302648)]
[(338632, 302872), (338883, 302872), (338623, 303017), (338902, 303014), (338649, 302940), (338869, 302940), (338759, 302939)]
[(338963, 303163), (339214, 303163), (338954, 303308), (339233, 303305), (338980, 303231), (339200, 303231), (339090, 303230)]
[(339294, 303454), (339545, 303454), (339285, 303599), (339564, 303596), (339311, 303522), (339531, 303522), (339421, 303521)]
[(339625, 303745), (339876, 303745), (339616, 303890), (339895, 303887), (339642, 303813), (339862, 303813), (339752, 303812)]
[(339956, 304036), (340207, 304036), (339947, 304181), (340226, 304178), (339973, 304104), (340193, 304104), (340083, 304103)]
[(340287, 304327), (340538, 304327), (340278, 304472), (340557, 304469), (340304, 304395), (340524, 304395), (340414, 304394)]
[(340616, 304616), (340867, 304616), (340607, 304761), (340886, 304758), (340633, 304684), (340853, 304684), (340743, 304683)]
[(340945, 304905), (341196, 304905), (340936, 305050), (341215, 305047), (340962, 304973), (341182, 304973), (341072, 304972)]
[(341274, 305194), (341525, 305194), (341265, 305339), (341544, 305336), (341291, 305262), (341511, 305262), (341401, 305261)]
[(341603, 305483), (341854, 305483), (341594, 305628), (341873, 305625), (341620, 305551), (341840, 305551), (341730, 305550)]
[(341932, 305772), (342183, 305772), (341923, 305917), (342202, 305914), (341949, 305840), (342169, 305840), (342059, 305839)]
[(342261, 306061), (342512, 306061), (342252, 306206), (342531, 306203), (342278, 306129), (342498, 306129), (342388, 306128)]
[(342590, 306350), (342841, 306350), (342581, 306495), (342860, 306492), (342607, 306418), (342827, 306418), (342717, 306417)]
[(342919, 306639), (343170, 306639), (342910, 306784), (343189, 306781), (342936, 306707), (343156, 306707), (343046, 306706)]
[(343248, 306928), (343499, 306928), (343239, 307073), (343518, 307070), (343265, 306996), (343485, 306996), (343375, 306995)]
[(343577, 307217), (343828, 307217), (343568, 307362), (343847, 307359), (343594, 307285), (343814, 307285), (343704, 307284)]
[(343906, 307506), (344157, 307506), (343897, 307651), (344176, 307648), (343923, 307574), (344143, 307574), (344033, 307573)]
[(344235, 307795), (344486, 307795), (344226, 307940), (344505, 307937), (344252, 307863), (344472, 307863), (344362, 307862)]
[(344564, 308084), (344815, 308084), (344555, 308229), (344834, 308226), (344581, 308152), (344801, 308152), (344691, 308151)]
[(344893, 308373), (345144, 308373), (344884, 308518), (345163, 308515), (344910, 308441), (345130, 308441), (345020, 308440)]
